plant.name,plant.cultivar,model.name,model.weight,model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.power,model.rotors.number,model.nozzles.type,model.nozzles.number,model.particle_diameter.min,model.particle_diameter.max,model.swath_width.min,model.swath_width.max,model.water_pump.type,model.water_pump.flow_rate,model.water_pump.number,experiment.name,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,experiment.params.atomization_diameter,experiment.results.coverage.value,experiment.results.coverage.max,experiment.results.coverage.CV,experiment.results.droplet_size.value,experiment.results.droplet_size.max,experiment.results.droplet_size.CV
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,22.685,32.059,47.015,70.443,0.191,1.729,4.836,3.018,151.131,medium,12.447,13.411,39.253,393.467,397.888,15.505
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,22.663,31.409,46.952,71.75,0.209,1.704,4.988,2.881,146.216,medium,12.243,13.277,38.795,401.945,401.945,15.685
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,22.786,31.245,47.633,73.645,0.194,1.571,4.958,3.02,144.769,medium,12.29,13.331,38.056,405.832,405.832,15.369
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,23.46,29.729,49.277,71.386,0.208,1.699,4.929,3.073,142.993,medium,12.458,13.435,39.151,402.3,402.3,15.478
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,23.321,30.077,49.411,72.306,0.207,1.673,4.955,2.879,152.046,medium,12.607,13.16,38.454,402.958,412.315,15.905
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S1-V3-D2,22.567,31.03,49.787,71.015,0.197,1.708,4.813,3.129,157.771,medium,12.158,13.514,39.278,396.626,401.205,15.638
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,2.0,5.0,105.0,medium,9.4,10.8,27.8,376.2,383.1,11.6
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.841,29.854,46.285,70.545,0.208,1.581,2.118,5.185,114.17,medium,9.352,10.754,28.579,370.605,385.432,11.547
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.31,31.959,48.827,70.453,0.211,1.578,2.08,5.002,108.392,medium,9.292,10.834,27.452,385.804,385.804,11.49
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.492,30.55,47.176,71.904,0.196,1.529,2.117,5.286,110.999,medium,9.267,10.625,27.567,375.17,381.688,11.778
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.417,31.246,49.048,69.75,0.194,1.493,2.05,5.126,98.103,medium,9.426,10.709,27.537,376.014,383.133,11.675
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.615,31.584,47.996,70.475,0.208,1.644,2.007,4.547,98.478,medium,9.319,10.839,27.781,374.188,378.798,11.621
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.355,31.159,46.287,73.859,0.212,1.537,2.015,4.727,108.523,medium,9.538,10.662,27.674,372.702,376.67,11.538
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.254,30.81,48.068,73.92,0.206,1.539,1.854,5.103,110.314,medium,9.397,10.61,28.188,369.521,383.733,11.643
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,23.847,30.992,47.315,71.048,0.202,1.672,1.891,5.367,100.783,medium,9.661,10.632,28.009,372.021,390.676,11.781
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H1-S2-V2-D2,22.386,31.018,47.426,72.683,0.201,1.673,2.105,5.238,108.065,medium,9.317,10.734,27.792,371.887,388.108,11.605
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,3.5,5.0,105.0,medium,9.6,9.9,29.9,378.5,393.5,10.6
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.367,31.279,48.928,75.301,0.191,1.689,3.551,5.301,104.506,medium,9.403,9.895,30.08,377.527,395.393,10.72
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.728,31.761,50.149,75.02,0.207,1.634,3.55,4.991,106.786,medium,9.716,9.882,30.311,374.813,384.661,10.592
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.935,31.472,48.215,72.141,0.209,1.583,3.544,4.847,96.746,medium,9.355,9.78,29.698,372.021,397.813,10.644
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,23.682,29.929,46.593,71.212,0.203,1.67,3.301,4.865,97.407,medium,9.517,9.749,30.189,374.363,400.609,10.664
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.288,30.55,47.963,74.325,0.198,1.656,3.488,4.861,110.561,medium,9.524,10.063,29.463,384.422,397.396,10.584
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.529,31.328,46.942,73.59,0.199,1.678,3.414,5.033,102.777,medium,9.516,9.85,29.728,378.487,394.691,10.474
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.927,31.558,49.178,72.748,0.187,1.562,3.713,5.172,114.168,medium,9.707,10.044,29.465,379.466,391.392,10.596
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.526,30.948,47.77,73.76,0.197,1.622,3.568,4.678,106.46,medium,9.635,9.853,29.986,387.322,390.311,10.413
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S2-V2-D2,22.932,30.246,47.14,69.953,0.2,1.623,3.714,5.0,105.276,medium,9.657,9.922,29.513,374.605,389.156,10.369
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.0,31.0,48.0,72.0,0.2,1.6,5.0,5.0,105.0,medium,8.5,8.6,16.9,349.6,365.8,8.7
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.466,30.57,46.755,69.232,0.205,1.67,4.733,4.916,101.27,medium,8.713,8.778,16.817,340.803,368.15,8.774
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.551,30.256,49.768,69.761,0.208,1.569,4.946,5.117,106.26,medium,8.315,8.583,17.075,346.508,362.456,8.624
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.938,31.809,48.247,69.96,0.199,1.561,4.93,5.376,108.755,medium,8.577,8.669,16.745,352.219,365.887,8.762
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.978,31.649,49.066,74.605,0.193,1.545,5.127,5.28,107.859,medium,8.632,8.632,16.753,354.647,370.592,8.736
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.248,30.382,49.441,70.481,0.2,1.614,4.623,5.222,102.708,medium,8.383,8.391,16.45,352.699,365.28,8.721
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.256,30.712,47.128,73.036,0.195,1.578,5.333,4.841,109.097,medium,8.604,8.643,16.519,348.274,366.052,8.771
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.579,30.179,48.571,70.307,0.195,1.672,4.96,5.089,97.49,medium,8.475,8.741,16.81,340.933,357.483,8.692
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,22.622,31.652,50.074,73.919,0.201,1.564,5.07,4.93,100.166,medium,8.491,8.734,16.729,348.374,370.883,8.599
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H3-S2-V2-D2,23.224,31.043,48.215,70.594,0.209,1.584,4.961,4.658,112.307,medium,8.549,8.549,16.747,342.466,369.775,8.453
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,105.0,coarse,11.5,12.3,46.3,441.9,463.8,17.8
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.347,31.413,50.087,75.133,0.187,1.503,3.387,3.101,107.979,coarse,11.624,12.466,46.944,444.999,458.743,17.592
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.617,31.059,46.072,73.692,0.19,1.575,3.237,3.005,97.658,coarse,11.632,11.985,45.933,447.607,467.524,17.801
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,22.893,31.414,48.757,73.782,0.216,1.692,3.375,3.056,109.255,coarse,11.471,12.335,47.298,441.234,458.416,17.653
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,22.527,31.108,49.859,72.183,0.191,1.6,3.484,2.941,102.616,coarse,11.526,12.154,46.061,453.159,457.726,18.019
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.318,30.882,46.432,69.377,0.2,1.527,3.767,2.846,99.912,coarse,11.784,12.327,45.387,443.377,465.499,17.846
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,22.654,31.288,48.576,75.361,0.205,1.647,3.218,2.866,105.182,coarse,11.4,12.369,45.858,448.294,457.052,17.907
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.291,30.601,47.907,73.317,0.202,1.467,3.425,2.845,113.762,coarse,11.476,12.331,45.317,449.734,459.594,17.864
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.717,32.047,48.147,72.299,0.212,1.475,3.679,3.163,103.124,coarse,11.59,12.394,46.352,436.69,459.385,18.037
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D3,23.374,31.111,49.958,72.593,0.198,1.605,3.497,3.0,111.946,coarse,11.609,12.417,46.83,446.4,458.087,17.462
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,105.0,fine,9.6,10.9,66.9,268.8,280.4,21.1
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.219,31.497,48.042,72.885,0.188,1.558,3.312,3.135,108.428,fine,9.466,10.854,67.291,270.55,280.724,21.378
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.433,31.649,48.388,72.611,0.195,1.641,3.682,2.867,106.75,fine,9.559,11.01,67.466,269.739,280.389,21.342
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.796,31.886,47.224,70.087,0.218,1.534,3.272,2.96,107.026,fine,9.692,10.651,66.385,266.766,279.777,20.904
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.811,31.737,49.124,72.289,0.197,1.563,3.502,2.995,100.543,fine,9.321,10.971,66.655,265.819,281.421,21.048
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.552,30.313,48.071,69.413,0.209,1.711,3.494,2.99,108.886,fine,9.759,10.922,67.505,267.94,282.093,21.385
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.608,31.756,47.546,73.144,0.2,1.56,3.703,2.813,107.545,fine,9.631,11.082,66.721,271.305,273.155,21.482
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,22.7,30.71,48.918,73.501,0.211,1.633,3.486,3.021,98.738,fine,9.485,10.874,65.427,264.905,280.055,21.572
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,21.993,30.865,49.691,69.691,0.184,1.604,3.351,3.131,98.466,fine,9.533,10.905,66.611,265.283,278.526,21.277
tea,Camellia sinensis,AGRAS T40,50.0,2.8,3.2,0.8,40,3600,8,LX8060SZ,2,50,300,11,11,magnetic drive impeller pump,6,2,H2-S1-V2-D1,23.879,31.664,46.359,71.739,0.215,1.598,3.397,2.837,102.147,fine,9.788,10.704,66.57,269.383,274.83,21.629
